1		A3NI8HMVCT7SOF		1		2		2		2,1,0		s2_c01_v01_e02		64.5066666667		Thinly slice tomatoes====next you want to cut====Cut tomatoes in thin slices
2		AWG0O1Y2ZKL2E		2		1		1		0,2,1		s2_c01_v01_e05		179.89		Add mozzarella cheese====Add Mozzarella====Add mozzarella to create an even circle 
3		A1KB3HD0R4QRVZ		2		1		1		2,1,0		s2_c01_v01_e05		179.89		Add mozzarella cheese====Add Mozzarella====Add mozzarella to create an even circle 
4		A1KB3HD0R4QRVZ		3		1		1		1,2,0		s2_c01_v01_e06		186.613333333		in a nice circle evenly around it====Add the cheese in a circle ====very very nice
5		AMYTF6MZS1FIF		3		0		0		1,0,2		s2_c01_v01_e06		186.613333333		in a nice circle evenly around it====Add the cheese in a circle ====very very nice
6		A1D08ZZ9KCTPQS		4		0		0		0,1		s2_c01_v01_e09		237.29		pizza in oven====take pizza out of the oven
7		A111JI6APXR6QV		4		1		1		0,1		s2_c01_v01_e09		237.29		pizza in oven====take pizza out of the oven
8		A1G9G9IQV38J9P		4		1		1		1,0		s2_c01_v01_e09		237.29		pizza in oven====take pizza out of the oven
9		A8JXHGJIXG2NQ		5		1		1		1,0		s2_c01_v01_e10		39.785		Slice fresh mozzarella====slice the fresh mozzerella
10		A111JI6APXR6QV		6		0		0		0,1		s2_c01_v01_e11		79.725		Add the sauce====alright so now we
11		A15HWGR5WB1CJ5		6		0		0		0,1		s2_c01_v01_e11		79.725		Add the sauce====alright so now we
12		A1KB3HD0R4QRVZ		7		1		1		0,1		s2_c01_v01_e12		254.515		can add basil at the end====add Basil at the end
13		A35FOJ3K98V4DL		7		1		1		0,1		s2_c01_v01_e12		254.515		can add basil at the end====add Basil at the end
14		A2YWY1IX4OP0PK		7		1		1		1,0		s2_c01_v01_e12		254.515		can add basil at the end====add Basil at the end
15		A111JI6APXR6QV		8		2		2		1,0,2		s2_c01_v01_e13		221.536666667		Add basil====add Basil====you can add more basil
16		A1U83MXX9OMUC		9		0		0		1,0		s2_c01_v01_e14		53.97		Be careful when slicing mozzerella====Slice the mozzarella
17		A2IKW7I8X54JRP		9		1		1		0,1		s2_c01_v01_e14		53.97		Be careful when slicing mozzerella====Slice the mozzarella
18		A1KB3HD0R4QRVZ		9		1		1		0,1		s2_c01_v01_e14		53.97		Be careful when slicing mozzerella====Slice the mozzarella
19		A1KB3HD0R4QRVZ		10		1		1		0,1		s2_c01_v01_e15		94.585		Spread sauce around top of crust====Spread sauce around
20		A2NCIDMWOBZ0Q4		11		noop		noop		2,0,1		s2_c01_v01_e16		30.5533333333		Crook the dough after you roll it out====Prick the dough with a fork after you roll it out====Prick dough after rolling
